#node	identifier	domain_summary_url	annotation	other_names_and_aliases
DNAH11	9606.ENSP00000475939	Dynein heavy chain 11, axonemal; Force generating protein of respiratory cilia. Produces force towards the minus ends of microtubules. Dynein has ATPase activity; the force-producing power stroke is thought to occur on release of ADP.	https://smart.embl.de/smart/DDvec.cgi?smart=4516:Pfam_DHC_N1(240|812)+Pfam_DHC_N2(1316|1721)+AAA(1888|2024)+AAA(2166|2306)+AAA(2502|2647)+AAA(2847|2983)+Pfam_MT(3097|3441)+Pfam_AAA_9(3466|3684)+Pfam_Dynein_heavy(3818|4514)+	8701,A0A087WYC6,A0A0C4DFR0,AC004002,AC004595,AC005078,AC013481,AC073102,AC099653,AC102952,AJ132087,AJ320497,Axonemal beta dynein heavy chain 11,CAA10560.1,CAC60121.1,CCDS64602,CCDS64602.1,CILD7,Ciliary dynein heavy chain 11,DNAH11,DNAH11-201,DNAH11-202,DNAH11-203,DNAH11-204,DNAH11-205,DNAH11-206,DNAH11-207,DNAH11-208,DNAH11-209,DNAH11-210,DNAH11-211,DNAH11-212,DNAHBL,DNAHC11,DNHBL,DPL11,DYH11_HUMAN,Dnahc11,Dynein axonemal heavy chain 11,Dynein heavy chain 11, axonemal,Dynein heavy chain, axonemal,ENSG00000105877,ENSP00000222595,ENSP00000258686,ENSP00000327911,ENSP00000328027,ENSP00000329348,ENSP00000330214,ENSP00000330671,ENSP00000331975,ENSP00000335086,ENSP00000335640,ENSP00000341035,ENSP00000342416,ENSP00000387188,ENSP00000403651,ENSP00000414393,ENSP00000475752,ENSP00000475939,ENSP00000476068,ENSP00000481693,ENST00000222595,ENST00000258686,ENST00000328150,ENST00000328331,ENST00000328843,ENST00000328843.10,ENST00000329741,ENST00000332879,ENST00000333757,ENST00000334099,ENST00000335198,ENST00000340810,ENST00000340889,ENST00000409508,ENST00000409508.7,ENST00000421290,ENST00000421290.1,ENST00000424253,ENST00000465129,ENST00000465129.1,ENST00000465593,ENST00000465593.1,ENST00000479878,ENST00000479878.1,ENST00000483691,ENST00000483691.1,ENST00000496218,ENST00000496218.1,ENST00000605912,ENST00000605912.1,ENST00000607050,ENST00000607050.1,ENST00000607413,ENST00000607413.5,ENST00000620169,ENST00000620169.4,HGNC:2942,HPA045880,HPA056474,NM_001277115,NM_001277115.1,NM_001277115.2,NM_003777,NP_001264044,NP_001264044.1,NX_Q96DT5,OMIM:603339,OTTHUMG00000152524,Q96DT5,Q9UJ82,U3KQN2,U83569,UPI000041AC4D,UPI00015E0D3F,UPI0002B8CE70,UPI00038BAFC1,URS00008C086F,URS0000E9A8E4,URS0000EAC46E,URS0000EB6756,URS0000EB749F,dynein axonemal heavy chain 11,dynein, axonemal, heavy polypeptide 11,dynein, ciliary, heavy chain 11,dynein, heavy chain beta-like,hsa:8701,uc031swp.2,uc064bwj.1
DNASE1L2	9606.ENSP00000454562	Deoxyribonuclease-1-like 2; Divalent cation-dependent acid DNA endonuclease involved in the breakdown of the nucleus during corneocyte formation of epidermal keratinocytes. May play an immune role by eliminating harmful DNA released into the extracellular environment by damaged epidermal cells.	https://smart.embl.de/smart/DDvec.cgi?smart=299:DNaseIc(5|296)+	1775,3.1.21.-,AAB63981.1,AAH35205.1,AAH63710.1,AAQ73759.1,AAQ73760.1,AAQ73761.1,AC009065,AK098028,AY298957,AY298958,BAG53566.1,BC035205,BC063710,CCDS42105,CCDS42105.1,CH471112,DHP1,DNAS1L2,DNASE1L2,DNASE1L2-201,DNASE1L2-202,DNASE1L2-203,DNASE1L2-204,DNASE1L2-205,DNASE1L2-206,DNSL2_HUMAN,DNase I homolog protein DHP1,DNase I-like 2,Deoxyribonuclease 1 like 2,Deoxyribonuclease I-like 2,Deoxyribonuclease-1-like 2,Deoxyribonuclease-1-like protein,E9PBY4,EAW85526.1,EAW85527.1,EAW85528.1,EAW85529.1,EC 3.1.21.-,ENSG00000167968,ENSP00000301728,ENSP00000316938,ENSP00000371874,ENSP00000445343,ENSP00000454562,ENSP00000455358,ENSP00000455478,ENSP00000482627,ENST00000301728,ENST00000320700,ENST00000320700.9,ENST00000382437,ENST00000382437.8,ENST00000541838,ENST00000564065,ENST00000564065.5,ENST00000567494,ENST00000567494.5,ENST00000569184,ENST00000569184.1,ENST00000613572,ENST00000613572.4,H3BPU8,HGNC:2958,HPA044714,NM_001301680,NM_001301680.1,NM_001301680.2,NM_001374,NM_001374.2,NM_001374.3,NP_001288609,NP_001288609.1,NP_001365,NP_001365.1,NX_Q92874,OMIM:602622,OTTHUMG00000177086,Q6JVM2,Q6JVM3,Q92874,U62647,UPI000012935A,UPI00003779EC,UPI0002466CE9,XM_011522399,XM_011522399.2,XP_011520701,XP_011520701.1,deoxyribonuclease 1 like 2,deoxyribonuclease I like 2,hsa:1775,uc002cpn.4,uc002cpo.4
DSG3	9606.ENSP00000257189	Desmoglein-3; Component of intercellular desmosome junctions. Involved in the interaction of plaque proteins and intermediate filaments mediating cell-cell adhesion.	https://smart.embl.de/smart/DDvec.cgi?smart=999:SIGNAL(1|23)+CA(70|155)+CA(179|265)+CA(288|382)+CA(409|493)+	130 kDa pemphigus vulgaris antigen,1830,5EQX,A8K2V2,AAA60230.1,AC021549,AK290367,BAF83056.1,CAB069880,CCDS11898,CCDS11898.1,CDHF6,Cadherin family member 6,DSG3,DSG3-201,DSG3_HUMAN,Desmoglein 3,Desmoglein-3,ENSG00000134757,ENSP00000257189,ENST00000257189,ENST00000257189.4,HGNC:3050,HPA046864,HPA056863,M76482,NM_001944,NM_001944.2,NM_001944.3,NP_001935,NP_001935.2,NX_P32926,OMIM:169615,OTTHUMG00000131985,P32926,PVA,R-HSA-109581,R-HSA-111465,R-HSA-1266738,R-HSA-351906,R-HSA-5357801,R-HSA-6805567,R-HSA-6809371,R-HSA-75153,UPI000013CF4B,XM_011525850,XM_011525850.2,XP_011524152,XP_011524152.1,desmoglein 3,desmoglein 3 (pemphigus vulgaris antigen),hsa:1830,pemphigus vulgaris antigen,uc002kws.4
DSPP	9606.ENSP00000498766	Dentin sialophosphoprotein; DSP may be an important factor in dentinogenesis. DPP may bind high amount of calcium and facilitate initial mineralization of dentin matrix collagen as well as regulate the size and shape of the crystals.	http://smart.embl.de/smart/DDvec.cgi?smart=1301:	1834,A8MUI0,AAD16120.1,AAF42472.1,AC093895,AF094508,AF163151,CCDS43248,CCDS43248.1,DFNA39,DGI1,DMP3,DPP,DSP,DSPP,DSPP-201,DSPP_HUMAN,Dentin phosphophoryn,Dentin phosphoprotein,Dentin sialophosphoprotein,Dentin sialoprotein,ENSG00000152591,ENSP00000282478,ENSP00000382213,ENSP00000391954,ENSP00000402062,ENSP00000403399,ENSP00000410822,ENSP00000429512,ENSP00000498766,ENST00000282478,ENST00000399271,ENST00000399271.6,ENST00000418529,ENST00000432448,ENST00000441227,ENST00000443654,ENST00000518670,ENST00000651931,HGNC:3054,HPA036230,LRG_1242,LRG_1242t1,NM_014208,NM_014208.3,NP_055023,NP_055023.2,NX_Q9NZW4,O95815,OMIM:125485,OTTHUMG00000161061,Q9NZW4,R-HSA-1474244,R-HSA-3000178,UPI00006BFF57,dentin sialophosphoprotein,hsa:1834,uc003hqu.3
EFCAB3	9606.ENSP00000403932	EF-hand calcium-binding domain-containing protein 3; EF-hand calcium binding domain 3.	https://smart.embl.de/smart/DDvec.cgi?smart=490:Pfam_EF-hand_8(115|167)+	146779,AAI01753.1,AAI01779.1,AC008026,AK098684,BAC05376.1,BC101752,BC101778,CCDS11632,CCDS11632.1,CCDS45751,CCDS45751.1,E5RHB1,E5RJB7,EF-hand calcium binding domain 3,EFCAB3,EFCAB3-201,EFCAB3-202,EFCAB3-203,EFCAB3-204,EFCAB3-205,EFCAB3-206,EFCB3_HUMAN,ENSG00000172421,ENSP00000302649,ENSP00000403932,ENSP00000428626,ENSP00000429124,ENST00000305286,ENST00000305286.7,ENST00000450662,ENST00000450662.7,ENST00000518576,ENST00000518576.1,ENST00000520404,ENST00000520404.5,ENST00000635817,ENST00000635817.2,ENST00000636041,ENST00000636041.1,FLJ25818,HGNC:26379,HPA046862,J3KQM8,NM_001144933,NM_001144933.1,NM_173503,NM_173503.3,NM_173503.4,NP_001138405,NP_001138405.1,NP_775774,NP_775774.1,NX_Q8N7B9,OTTHUMG00000179175,Q8N7B9,UPI0000070C92,UPI0001929531,UPI0001E8F298,UPI0001E8F299,XM_011524380,XM_011524380.1,XM_011524381,XM_011524381.1,XM_011524381.2,XP_011522682,XP_011522682.1,XP_011522683,XP_011522683.1,XP_011522683.2,hsa:146779,uc002izu.3
ELANE	9606.ENSP00000466090	Neutrophil elastase; Modifies the functions of natural killer cells, monocytes and granulocytes. Inhibits C5a-dependent neutrophil enzyme release and chemotaxis. Capable of killing E.coli but not S.aureus in vitro; digests outer membrane protein A (ompA) in E.coli and K.pneumoniae ; Belongs to the peptidase S1 family. Elastase subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=267:SIGNAL(1|27)+Tryp_SPc(29|242)+	1991,1B0F,1H1B,1HNE,1PPF,1PPG,2RG3,2Z7F,3.4.21.37,3Q76,3Q77,4NZL,4WVP,5A09,5A0A,5A0B,5A0C,5A8X,5A8Y,5A8Z,5ABW,6E69,6F5M,AAA35792.1,AAA36173.1,AAA36359.1,AAA52378.1,AAH74816.1,AAH74817.1,AAS89303.1,AY596461,BAA00128.1,BC074816,BC074817,Bone marrow serine protease,CAA29299.1,CAA29300.1,CAA68537.1,CAB015409,CCDS12045,CCDS12045.1,CHEMBL248,D00187,EC 3.4.21.37,ELA2,ELANE,ELANE-201,ELANE-202,ELNE_HUMAN,ENSG00000197561,ENSP00000263621,ENSP00000466090,ENST00000263621,ENST00000263621.1,ENST00000590230,ENST00000590230.5,Elastase, neutrophil expressed,Elastase-2,GE,HGNC:3309,HLE,HNE,HPA066836,Human leukocyte elastase,J03545,LRG_57,Leukocyte elastase,M20199,M20200,M20201,M20203,M27783,M34379,Medullasin,NE,NM_001972,NM_001972.3,NM_001972.4,NP_001963,NP_001963.1,NX_P08246,Neutrophil elastase,OMIM:130130,OTTHUMG00000181839,P08246,P09649,PMN elastase,PMN-E,Q6B0D9,Q6LDP5,R-HSA-1442490,R-HSA-1474228,R-HSA-1474244,R-HSA-1592389,R-HSA-166658,R-HSA-168249,R-HSA-168256,R-HSA-6798695,R-HSA-6803157,R-HSA-977606,S01.131,SCN1,UPI0000129E6B,X05875,XM_011527775,XM_011527775.1,XM_011527776,XM_011527776.1,XP_011526077,XP_011526077.1,XP_011526078,XP_011526078.1,Y00477,elastase 2, neutrophil,elastase, neutrophil expressed,hsa:1991,leukocyte elastase,medullasin,neutrophil elastase,uc002lqb.4
EPS8L3	9606.ENSP00000358820	Epidermal growth factor receptor kinase substrate 8-like protein 3; EPS8 like 3.	https://smart.embl.de/smart/DDvec.cgi?smart=594:Pfam_PTB(28|157)+SH3(454|509)+	1WXT,79574,A0A087X104,A8K833,AAH12926.1,AAL76119.1,AK025175,AK292198,AL158847,AY074930,BAB15081.1,BAF84887.1,BC012926,CCDS813,CCDS813.1,CCDS814,CCDS814.1,CCDS815,CCDS815.1,ENSG00000198758,ENSP00000354551,ENSP00000354807,ENSP00000355255,ENSP00000358819,ENSP00000358820,ENSP00000358821,ENSP00000377253,ENSP00000483789,ENST00000361152,ENST00000361852,ENST00000361852.8,ENST00000361965,ENST00000361965.8,ENST00000369804,ENST00000369805,ENST00000369805.7,ENST00000369806,ENST00000393634,ENST00000472325,ENST00000472325.5,ENST00000475725,ENST00000475725.1,ENST00000477568,ENST00000477568.1,ENST00000482453,ENST00000482453.1,ENST00000489465,ENST00000489465.1,ENST00000494151,ENST00000494151.1,ENST00000498743,ENST00000498743.1,EPS8 like 3,EPS8-like 3,EPS8-like protein 3,EPS8-related protein 3,EPS8L3,EPS8L3-201,EPS8L3-202,EPS8L3-203,EPS8L3-204,EPS8L3-205,EPS8L3-206,EPS8L3-207,EPS8L3-208,EPS8L3-209,EPS8L3-210,EPS8R3,ES8L3_HUMAN,FLJ21522,HGNC:21297,HPA030998,HYPT5,MGC16817,NM_001319952,NM_001319952.1,NM_001319952.2,NM_024526,NM_024526.3,NM_024526.4,NM_133181,NM_133181.3,NM_133181.4,NM_139053,NM_139053.2,NM_139053.3,NP_001306881,NP_001306881.1,NP_078802,NP_078802.2,NP_573444,NP_573444.2,NP_620641,NP_620641.1,NX_Q8TE67,OMIM:614989,OTTHUMG00000011651,Q5T8Q6,Q5T8Q7,Q5T8Q8,Q8TE67,Q96E47,Q9H719,UPI00001613C9,UPI00001678AA,UPI00001678AB,UPI0004620ACA,URS0000D6E343,URS0000D6EC23,URS0000D6EC96,XM_011542132,XM_011542132.2,XM_011542133,XM_011542133.2,XM_011542134,XM_011542134.3,XM_011542135,XM_011542135.3,XM_017002327,XM_017002327.2,XM_017002328,XM_017002328.2,XM_017002329,XM_017002329.2,XP_011540434,XP_011540434.1,XP_011540435,XP_011540435.1,XP_011540436,XP_011540436.1,XP_011540437,XP_011540437.1,XP_016857816,XP_016857816.1,XP_016857817,XP_016857817.1,XP_016857818,XP_016857818.1,XR_001737406,XR_001737406.2,XR_001737407,XR_001737407.2,hsa:79574,uc001dyq.3
F3	9606.ENSP00000334145	Tissue factor; Initiates blood coagulation by forming a complex with circulating factor VII or VIIa. The [TF:VIIa] complex activates factors IX or X by specific limited proteolysis. TF plays a role in normal hemostasis by initiating the cell-surface assembly and propagation of the coagulation protease cascade.	https://smart.embl.de/smart/DDvec.cgi?smart=295:Pfam_Tissue_fac(17|118)+Pfam_Interfer-bind(138|245)+TRANS(252|274)+	1AHW,1BOY,1DAN,1FAK,1J9C,1JPS,1NL8,1O5D,1TFH,1UJ3,1W0Y,1W2K,1WQV,1WSS,1WTG,1WUN,1WV7,1Z6J,2152,2A2Q,2AEI,2AER,2B7D,2B8O,2C4F,2CEF,2CEH,2CEZ,2CFJ,2EC9,2F9B,2FIR,2FLB,2FLR,2HFT,2PUQ,2ZP0,2ZWL,2ZZU,3ELA,3TH2,3TH3,3TH4,4IBL,4M7L,4YLQ,4Z6A,4ZMA,5W06,AAA36734.1,AAA61150.1,AAA61151.1,AAA61152.1,AAH11029.1,AAN01236.1,AAO61150.1,AAV38611.1,AC093117,AF487337,AF540377,BC011029,BT019808,CAB009438,CAG46591.1,CCDS53345,CCDS53345.1,CCDS750,CCDS750.1,CD142,CH471097,CHEMBL4081,CR541792,Coagulation factor III,Coagulation factor III (tissue factor),Coagulation factor III, tissue factor,D3DT47,EAW73044.1,EAW73045.1,ENSG00000117525,ENSP00000236184,ENSP00000334145,ENSP00000359226,ENSP00000359227,ENST00000236184,ENST00000334047,ENST00000334047.11,ENST00000370207,ENST00000370207.4,ENST00000370208,ENST00000478217,ENST00000478217.5,ENST00000480356,ENST00000480356.1,F3,F3-201,F3-202,F3-203,F3-204,HGNC:3541,HPA049292,HPA069132,J02846,J02931,M16553,M27436,NM_001178096,NM_001178096.1,NM_001993,NM_001993.4,NM_001993.5,NP_001171567,NP_001171567.1,NP_001984,NP_001984.1,NX_P13726,OMIM:134390,OTTHUMG00000010716,P13726,Q6FHG2,Q86WH4,R-HSA-109582,R-HSA-140834,R-HSA-140877,TF,TFA,TF_HUMAN,Thromboplastin,Tissue factor,UPI000000D7BB,UPI000002CD0D,URS0000D6E63B,coagulation factor III, tissue factor,hsa:2152,tissue factor,uc001dqr.4
FKBP5	9606.ENSP00000444810	Peptidyl-prolyl cis-trans isomerase FKBP5; Immunophilin protein with PPIase and co-chaperone activities. Component of unligated steroid receptors heterocomplexes through interaction with heat-shock protein 90 (HSP90). Plays a role in the intracellular trafficking of heterooligomeric forms of steroid hormone receptors maintaining the complex into the cytoplasm when unliganded. Acts as a regulator of Akt/AKT1 activity by promoting the interaction between Akt/AKT1 and PHLPP1, thereby enhancing dephosphorylation and subsequent activation of Akt/AKT1.	https://smart.embl.de/smart/DDvec.cgi?smart=457:Pfam_FKBP_C(43|135)+Pfam_FKBP_C(158|248)+Pfam_TPR_8(317|350)+Pfam_TPR_6(352|384)+	1KT0,2289,3O5D,3O5E,3O5F,3O5G,3O5I,3O5J,3O5K,3O5L,3O5M,3O5O,3O5P,3O5Q,3O5R,4DRH,4DRI,4DRK,4DRM,4DRN,4DRO,4DRP,4DRQ,4JFI,4JFJ,4JFK,4JFL,4JFM,4R0X,4TW6,4TW7,4TX0,4W9O,4W9P,4W9Q,5.2.1.8,51 kDa FK506-binding protein,51 kDa FKBP,5BXJ,5DIT,5DIU,5DIV,5NJX,5OBK,5OMP,AAA86245.1,AAC51189.1,AAH42605.1,AAL54872.1,AB209893,AF194172,AIG6,AK312422,AL033519,AL157823,AL590400,Androgen-regulated protein 6,BAD93130.1,BAG35332.1,BC042605,CAB009315,CCDS4808,CCDS4808.1,CCDS54996,CCDS54996.1,CH471081,CHEMBL2052031,EAX03842.1,EC 5.2.1.8,ENSG00000096060,ENSP00000229426,ENSP00000338160,ENSP00000349811,ENSP00000362982,ENSP00000362984,ENSP00000437482,ENSP00000441205,ENSP00000442340,ENSP00000444810,ENSP00000445412,ENST00000229426,ENST00000337746,ENST00000357266,ENST00000357266.8,ENST00000373875,ENST00000373877,ENST00000536438,ENST00000536438.5,ENST00000539068,ENST00000539068.5,ENST00000540787,ENST00000542713,ENST00000542713.1,ENST00000543400,F5H7R1,FF1 antigen,FK506 binding protein 5,FK506-binding protein 4/5,FK506-binding protein 5,FKBP prolyl isomerase 5,FKBP-5,FKBP-51,FKBP5,FKBP5-201,FKBP5-202,FKBP5-203,FKBP5-204,FKBP51,FKBP54,FKBP5_HUMAN,HGNC:3721,HPA031092,HPA031093,HPA031095,HSP90-binding immunophilin,NM_001145775,NM_001145775.2,NM_001145776,NM_001145776.1,NM_001145777,NM_001145777.1,NM_004117,NM_004117.3,NP_001139247,NP_001139247.1,NP_001139248,NP_001139248.1,NP_001139249,NP_001139249.1,NP_004108,NP_004108.1,NX_Q13451,OMIM:602623,OTTHUMG00000014576,P54,PPIase,PPIase FKBP5,Peptidyl-prolyl cis-trans isomerase FKBP5,Ptg-10,Q13451,Q59EB8,Q5TGM6,R-HSA-162582,R-HSA-212436,R-HSA-2262752,R-HSA-3371497,R-HSA-73857,R-HSA-74160,R-HSA-8939211,R-HSA-8953897,R-HSA-8986944,R-HSA-9006931,R-HSA-9022699,Rotamase,U42031,U71321,UPI000000D9EE,UPI000153D57C,hsa:2289,p54,uc003okx.3,uc003oky.3
GAP43	9606.ENSP00000377372	Neuromodulin; This protein is associated with nerve growth. It is a major component of the motile 'growth cones' that form the tips of elongating axons. Plays a role in axonal and dendritic filopodia induction.	https://smart.embl.de/smart/DDvec.cgi?smart=274:IQ(66|88)+Pfam_Neuromodulin(103|274)+	2596,A8K0Y4,AAA52516.1,AAB28649.1,AAH07936.1,AAV38576.1,AAV38613.1,AAV88094.1,AC012598,AC092468,AC119795,AK289699,AK290100,AK313658,AY842481,Axonal membrane protein GAP-43,B-50,BAF82388.1,BAF82789.1,BAG36412.1,BC007936,BT019771,BT019810,CAB004417,CAB078783,CCDS33830,CCDS33830.1,CCDS46890,CCDS46890.1,CH471052,EAW79594.1,ENSG00000172020,ENSP00000305010,ENSP00000351613,ENSP00000377372,ENST00000305124,ENST00000305124.10,ENST00000358762,ENST00000393780,ENST00000393780.3,GAP-43,GAP43,GAP43-201,GAP43-202,Growth associated protein 43,Growth-associated protein 43,HGNC:4140,HPA013392,HPA015600,M25667,NEUM_HUMAN,NM_001130064,NM_001130064.1,NM_001130064.2,NM_002045,NM_002045.3,NM_002045.4,NP_001123536,NP_001123536.1,NP_002036,NP_002036.1,NX_P17677,Neural phosphoprotein B-50,Neuromodulin,OMIM:162060,OTTHUMG00000133758,P17677,PP46,Q5U058,R-HSA-1266738,R-HSA-373760,R-HSA-422475,S66533,S66534,S66541,UPI000012FF84,UPI0000209FC5,XM_017006128,XM_017006128.1,XP_016861617,XP_016861617.1,axonal membrane protein GAP-43,calmodulin-binding protein P-57,growth associated protein 43,hsa:2596,nerve growth-related peptide GAP43,neural phosphoprotein B-50,neuromodulin,neuron growth-associated protein 43,pp46,protein F1,uc003ebq.3,uc003ebr.3
GCKR	9606.ENSP00000264717	Glucokinase regulatory protein; Regulates glucokinase (GCK) by forming an inactive complex with this enzyme. Acts by promoting GCK recruitment to the nucleus, possibly to provide a reserve of GCK that can be quickly released in the cytoplasm after a meal. The affinity of GCKR for GCK is modulated by fructose metabolites: GCKR with bound fructose 6-phosphate has increased affinity for GCK, while GCKR with bound fructose 1-phosphate has strongly decreased affinity for GCK and does not inhibit GCK activity.	http://smart.embl.de/smart/DDvec.cgi?smart=625:	2646,4BB9,4BBA,4LY9,4MQU,4MRO,4MSU,4OHK,4OHM,4OHO,4OHP,4OLH,4OP1,4OP2,4OP3,4PX2,4PX3,4PX5,4PXS,A0A0C4DFN2,A1L4C2,AC074117,B4DPQ2,CAB034098,CCDS1757,CCDS1757.1,CH471053,EAX00568.1,ENSG00000084734,ENSP00000264717,ENSP00000398303,ENSP00000399463,ENSP00000409109,ENSP00000416917,ENST00000264717,ENST00000264717.6,ENST00000411584,ENST00000411584.1,ENST00000417872,ENST00000417872.5,ENST00000424318,ENST00000453813,ENST00000453813.1,ENST00000472290,ENST00000472290.1,ENST00000478147,ENST00000478147.1,FGQTL5,GCKR,GCKR-201,GCKR-202,GCKR-203,GCKR-204,GCKR-205,GCKR-206,GCKR_HUMAN,GKRP,Glucokinase regulator,Glucokinase regulatory protein,H7C1B4,H7C4D3,HGNC:4196,HPA064305,NM_001486,NM_001486.3,NM_001486.4,NP_001477,NP_001477.2,NX_Q14397,OMIM:600842,OTTHUMG00000128426,Q14397,Q53RY6,Q99522,R-HSA-1430728,R-HSA-1643685,R-HSA-170822,R-HSA-5619102,R-HSA-5619107,R-HSA-5619115,R-HSA-70171,R-HSA-70326,R-HSA-71387,UPI000013D55B,UPI0000E5A24E,UPI000173A56A,UPI000173A56B,URS00008B4743,XM_011532763,XM_011532763.1,XM_017003796,XM_017003796.1,XM_017003797,XM_017003797.1,XP_011531065,XP_011531065.1,XP_016859285,XP_016859285.1,XP_016859286,XP_016859286.1,XR_001738699,XR_001738699.1,Z48475,glucokinase (hexokinase 4) regulatory protein,glucokinase regulator,hexokinase 4 regulator,hsa:2646,uc002rky.4
GCNT4	9606.ENSP00000317027	Beta-1,3-galactosyl-O-glycosyl-glycoprotein beta-1,6-N-acetylglucosaminyltransferase 4; Glycosyltransferase that mediates core 2 O-glycan branching, an important step in mucin-type biosynthesis. Does not have core 4 O- glycan or I-branching enzyme activity; Belongs to the glycosyltransferase 14 family.	https://smart.embl.de/smart/DDvec.cgi?smart=453:TRANS(16|38)+Pfam_Branch(133|402)+	2.4.1.-,2.4.1.102,51301,AAF63156.1,AF132035,Beta-1,6-N-acetylglucosaminyltransferase 4,C2GNT3,C2GnT3,CCDS4026,CCDS4026.1,Core 2-branching enzyme 3,Core2-GlcNAc-transferase 3,EC 2.4.1.-,EC 2.4.1.102,ENSG00000176928,ENSP00000317027,ENSP00000498836,ENST00000322348,ENST00000322348.5,ENST00000652361,GCNT4,GCNT4-201,GCNT4-202,GCNT4_HUMAN,Glucosaminyl (N-acetyl) transferase 4,HGNC:17973,HPA037431,LINC01336,NM_001366737,NM_001366737.1,NM_016591,NM_016591.2,NP_001353666,NP_001353666.1,NP_057675.1,NX_Q9P109,OMIM:616782,OTTHUMG00000131272,Q9P109,R-HSA-392499,R-HSA-5173105,R-HSA-597592,R-HSA-913709,UPI00000380F7,glucosaminyl (N-acetyl) transferase 4, core 2,glucosaminyl transferase 4,hsa:51301,long intergenic non-protein coding RNA 1336,uc003kdn.4
GMNC	9606.ENSP00000406164	Geminin coiled-coil domain-containing protein 1; Regulator of DNA replication. Promotes initiation of chromosomal DNA replication by mediating TOPBP1- and CDK2-dependent recruitment of CDC45L onto replication origins (By similarity).	http://smart.embl.de/smart/DDvec.cgi?smart=334:	5C9N,647309,A6NCL1,AC092952,BC031680,CCDS54697,CCDS54697.1,CH471052,EAW78096.1,ENSG00000205835,ENSP00000371466,ENSP00000396337,ENSP00000406164,ENST00000382035,ENST00000442080,ENST00000442080.5,ENST00000456552,ENST00000456552.1,ENST00000479491,ENST00000479491.5,ENST00000495042,ENST00000495042.1,G5E9I9,GEMC1,GEMC1_HUMAN,GMNC,GMNC-201,GMNC-202,GMNC-203,GMNC-204,Geminin coiled-coil domain containing,Geminin coiled-coil domain-containing protein 1,HGNC:40049,HPA043663,NM_001146686,NM_001146686.2,NM_001146686.3,NP_001140158,NP_001140158.1,NX_A6NCL1,OMIM:614448,OTTHUMG00000156195,UPI0000EE237B,UPI00017BE92F,geminin coiled-coil domain containing,hsa:647309,uc011bsl.2
GNRH1	9606.ENSP00000276414	GnRH-associated peptide 1; Stimulates the secretion of gonadotropins; it stimulates the secretion of both luteinizing and follicle-stimulating hormones.	https://smart.embl.de/smart/DDvec.cgi?smart=92:SIGNAL(1|23)+Pfam_GnRH(24|33)+	2796,4D5M,A0AVP0,AAA35916.1,AAI26438.1,AAI26464.1,BC126437,BC126463,CAA25526.1,CAA33285.1,CCDS43725,CCDS43725.1,ENSG00000147437,ENSP00000276414,ENSP00000391280,ENST00000276414,ENST00000276414.4,ENST00000421054,GNRH,GNRH1,GNRH1-201,GNRH1-202,GON1_HUMAN,GRH,GnRH-I,GnRH-associated peptide 1,GnRH-associated peptide I,Gonadoliberin I,Gonadoliberin-1,Gonadorelin,Gonadotropin releasing hormone 1,Gonadotropin-releasing hormone,Gonadotropin-releasing hormone I,HGNC:4419,HPA027532,LH-RH I,LHRH,LNRH,Luliberin I,Luteinizing hormone-releasing hormone I,M12578,NM_000825,NM_000825.3,NM_001083111,NM_001083111.1,NM_001083111.2,NP_000816,NP_000816.4,NP_001076580,NP_001076580.1,NX_P01148,OMIM:152760,OTTHUMG00000163852,P01148,Progonadoliberin I,Progonadoliberin-1,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-416476,R-HSA-500792,UPI000012B8EB,URS0000E9EB79,X01059,X15215,gonadotropin releasing hormone 1,hsa:2796,leuteinizing-releasing hormone,progonadoliberin-1,uc003xem.5,uc064lhq.1
